Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number,Release Date,Description,Game Link
bear and breakfast,PC,Gfinity,Critic,"Bear and Breakfast offers players a pleasant collection of activities, interlaced with a wholesome story and loveable characters in a whimsical nature-filled world.","Jul 27, 2022",72,"Dec 12, 2023","Bear and Breakfast is a laid-back management adventure game where you play as a well-meaning bear trying to run a B+B in the woods. Hank and his friends find an abandoned shack and, equipped with their teenage ingenuity, turn it into a money-making bed and breakfast scheme for unsuspecting tourists.

As your business expands so do the mysteries of the forest, and Hank soon finds himself uncovering a plot deeper than the wilderness itself.",https://www.metacritic.com/game/bear-and-breakfast/
bear and breakfast,PC,TheGamer,Critic,"Bear and Breakfast is an in-depth management sim that is all too easy to enjoy for hours on end. There’s plenty of quirky humour alongside an unfolding story filled with mysterious undertones, gorgeous 2D graphics, and classic genre goodness.","Jul 27, 2022",80,"Dec 12, 2023","Bear and Breakfast is a laid-back management adventure game where you play as a well-meaning bear trying to run a B+B in the woods. Hank and his friends find an abandoned shack and, equipped with their teenage ingenuity, turn it into a money-making bed and breakfast scheme for unsuspecting tourists.

As your business expands so do the mysteries of the forest, and Hank soon finds himself uncovering a plot deeper than the wilderness itself.",https://www.metacritic.com/game/bear-and-breakfast/
bear and breakfast,,,User,,,7.8,"Dec 12, 2023","Bear and Breakfast is a laid-back management adventure game where you play as a well-meaning bear trying to run a B+B in the woods. Hank and his friends find an abandoned shack and, equipped with their teenage ingenuity, turn it into a money-making bed and breakfast scheme for unsuspecting tourists.

As your business expands so do the mysteries of the forest, and Hank soon finds himself uncovering a plot deeper than the wilderness itself.",https://www.metacritic.com/game/bear-and-breakfast/
bear and breakfast,,,User,,,,"Dec 12, 2023","Bear and Breakfast is a laid-back management adventure game where you play as a well-meaning bear trying to run a B+B in the woods. Hank and his friends find an abandoned shack and, equipped with their teenage ingenuity, turn it into a money-making bed and breakfast scheme for unsuspecting tourists.

As your business expands so do the mysteries of the forest, and Hank soon finds himself uncovering a plot deeper than the wilderness itself.",https://www.metacritic.com/game/bear-and-breakfast/
bear and breakfast,,,User,,,,"Dec 12, 2023","Bear and Breakfast is a laid-back management adventure game where you play as a well-meaning bear trying to run a B+B in the woods. Hank and his friends find an abandoned shack and, equipped with their teenage ingenuity, turn it into a money-making bed and breakfast scheme for unsuspecting tourists.

As your business expands so do the mysteries of the forest, and Hank soon finds himself uncovering a plot deeper than the wilderness itself.",https://www.metacritic.com/game/bear-and-breakfast/
citydriver,,,Critic,,,tbd,"Dec 12, 2023",Driving realistically in a real city for the first time - driving fun & training with CityDriver! ViewApp's newest simulation offers you the opportunity to explore the streets of Munich with various cars.,https://www.metacritic.com/game/citydriver/
citydriver,,,Critic,,,tbd,"Dec 12, 2023",Driving realistically in a real city for the first time - driving fun & training with CityDriver! ViewApp's newest simulation offers you the opportunity to explore the streets of Munich with various cars.,https://www.metacritic.com/game/citydriver/
citydriver,,,User,,,tbd,"Dec 12, 2023",Driving realistically in a real city for the first time - driving fun & training with CityDriver! ViewApp's newest simulation offers you the opportunity to explore the streets of Munich with various cars.,https://www.metacritic.com/game/citydriver/
citydriver,,,User,,,tbd,"Dec 12, 2023",Driving realistically in a real city for the first time - driving fun & training with CityDriver! ViewApp's newest simulation offers you the opportunity to explore the streets of Munich with various cars.,https://www.metacritic.com/game/citydriver/
potion craft alchemist simulator,PC,GameGrin,Critic,"Potion Craft lets players put on their chemist hats and strategically brew a plethora of potions. A medieval backdrop provides a casual environment to discover new recipes, earn some coin, and become a master alchemist.","Jan 2, 2023",76,,,
potion craft alchemist simulator,PC,Cubed3,Critic,"Potion Craft is a great little indie title, offering a deep enough system for players to get lost in and play for a long time, but balanced enough for shorter play sessions to satisfy. Its aesthetic and atmosphere increase the enjoyment of its core mechanics. Highly recommended to players of all ilks.","Jun 8, 2023",80,,,
potion craft alchemist simulator,PC,Shaqkee,User,El juego es muy bueno! Sin darme cuenta le metí 2 horas y va todo muy entretenido. Me hubiese gustado solo que los controles sean más cómodos,"Feb 5, 2023",7.1,,,
potion craft alchemist simulator,PC,Aviro4,User,Impressively original concept and art. A mad spin on the genre performed as well as it can be!,"Oct 1, 2021",10,,,
formula retro racing world tour,Xbox One,TheXboxHub,Critic,"Formula Retro Racing: World Tour is an extremely enjoyable racer. The action is fast and furious, and while the AI feels a bit cheap as the levels rise, it is a solid enough racing game to keep you coming back for more.","Apr 10, 2023",90,,,
formula retro racing world tour,,,User,,,,,,
potion craft alchemist simulator,PC,GameGrin,Critic,"Potion Craft lets players put on their chemist hats and strategically brew a plethora of potions. A medieval backdrop provides a casual environment to discover new recipes, earn some coin, and become a master alchemist.","Jan 2, 2023",76,,,
potion craft alchemist simulator,PC,Cubed3,Critic,"Potion Craft is a great little indie title, offering a deep enough system for players to get lost in and play for a long time, but balanced enough for shorter play sessions to satisfy. Its aesthetic and atmosphere increase the enjoyment of its core mechanics. Highly recommended to players of all ilks.","Jun 8, 2023",80,,,
potion craft alchemist simulator,PC,Shaqkee,User,El juego es muy bueno! Sin darme cuenta le metí 2 horas y va todo muy entretenido. Me hubiese gustado solo que los controles sean más cómodos,"Feb 5, 2023",7.1,,,
potion craft alchemist simulator,PC,Aviro4,User,Impressively original concept and art. A mad spin on the genre performed as well as it can be!,"Oct 1, 2021",10,,,
the rusty sword vanguard island,,,Critic,,,tbd,,,
the rusty sword vanguard island,,,User,,,,,,
formula retro racing world tour,Xbox One,TheXboxHub,Critic,"Formula Retro Racing: World Tour is an extremely enjoyable racer. The action is fast and furious, and while the AI feels a bit cheap as the levels rise, it is a solid enough racing game to keep you coming back for more.","Apr 10, 2023",90,,,
formula retro racing world tour,,,User,,,,,,
train valley collection,,,Critic,,,tbd,"Dec 12, 2023","Embark on a train management journey with the Train Valley Collection - 2 games in 1! Build intricate railway networks, solve challenging puzzles, and become a tycoon of the tracks. Included DLCs: Passenger's Flow, Myths & Rails and Editor's Bulletin plus a selection of 158 community made levels!

Train Valley Collection - Deluxe Edition includes both Train Valley 1 + Train Valley 2 with added DLC, a 3D papercraft diorama and a 4-piece train set with diecast locomotive.",https://www.metacritic.com/game/train-valley-collection/
