Date,Title,Author,Game Title,Comment Count,Link
"Nov 9, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/wallet-friendly-flash-sales-highly-rated-freebies-hot-holiday-gift-ideas-and-more-au-deals
"Nov 9, 2023",,George Yang,GameCall of Duty: Modern Warfare III,132,https://www.ign.com/articles/new-report-reveals-that-modern-warfare-3-development-time-was-half-that-of-a-normal-call-of-duty
"Nov 9, 2023",,Miranda Sanchez,GameMy Time at Sandrock,11,https://www.ign.com/articles/my-time-at-sandrock-review
"Nov 9, 2023",,Brian Barnett,GameThe Talos Principle,1,https://www.ign.com/articles/ign-plus-claim-a-steam-key-for-talos-principle-while-supplies-last
"Nov 9, 2023",,Anthony Wood,GameSpider-Man 2,40,https://www.ign.com/articles/insomniacs-latest-spider-man-2-patch-removes-popular-venom-free-roam-glitch
"Nov 9, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,11,https://www.ign.com/articles/baldurs-gate-3-hotfix-10-stops-shadowheart-from-getting-distracted
"Nov 9, 2023",,Wesley Yin-Poole,GameBroken Roads,11,https://www.ign.com/articles/australias-answer-to-fallout-delayed-just-days-before-launch-and-while-it-was-being-reviewed
"Nov 9, 2023",,Wesley Yin-Poole,GameBraid,20,https://www.ign.com/articles/braid-anniversary-edition-release-date-set-for-2024
"Nov 9, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,100,https://www.ign.com/articles/activisions-justification-for-its-much-maligned-call-of-duty-launcher-is-falling-on-deaf-ears
"Nov 9, 2023",,Anthony Wood,GamePersona 5 Tactica,4,https://www.ign.com/articles/persona-5-tactica-was-briefly-made-playable-a-week-early-on-steam-following-an-apparent-error
"Nov 9, 2023",,Ryan Dinsdale,GameHogwarts Legacy,111,https://www.ign.com/articles/hogwarts-legacy-leak-shows-the-game-running-on-nintendo-switch-for-the-first-time
"Nov 9, 2023",,Wesley Yin-Poole,GameSpider-Man 2,155,https://www.ign.com/articles/marvels-spider-man-2-sells-more-than-5-million-copies-in-11-days
"Nov 9, 2023",,Wesley Yin-Poole,GameFairgame$,180,https://www.ign.com/articles/sony-commits-to-launch-just-six-of-playstations-12-live-service-games-by-march-2026
"Nov 8, 2023",,Kat Bailey,GameOverwatch,55,https://www.ign.com/articles/overwatch-league-officially-ending-as-blizzard-focuses-on-new-direction
"Nov 8, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/a-sale-on-steam-deck-friendlies-up-to-92-off-ultimate-editions-and-mass-effect-historical-lowered-au-deals
"Nov 8, 2023",,Rebekah Valentine,GameGTA 6,30,https://www.ign.com/articles/take-two-ceo-says-gta-6-is-completely-protected-from-delays-if-voice-actors-strike
"Nov 8, 2023",,Matt Kim,GameDead by Daylight,10,https://www.ign.com/articles/how-dead-by-daylight-summoned-horrors-most-iconic-characters
"Nov 8, 2023",,Rebekah Valentine,GameGTA 5,15,https://www.ign.com/articles/take-two-ceo-says-publisher-is-in-growth-mode-in-wake-of-gta-6-announcement
"Nov 8, 2023",,Ryan Dinsdale,GameAlone in the Dark,3,https://www.ign.com/articles/alone-in-the-dark-gets-extended-gameplay-trailer
"Nov 8, 2023",,Ryan Dinsdale,GameProject 007,20,https://www.ign.com/articles/james-bond-owner-didnt-want-another-video-game-until-hitman-developer-pitched-project-007
"Nov 8, 2023",,Ryan McCaffrey,GameDead by Daylight,30,https://www.ign.com/articles/dead-by-daylights-newest-killer-is-childs-plays-chucky
"Nov 8, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,40,https://www.ign.com/articles/call-of-duty-modern-warfare-3-full-game-release-times-confirmed
"Nov 7, 2023",,Kat Bailey,GameMass Effect -- Next Chapter,54,https://www.ign.com/articles/mass-effect-n7-day-tease-trailer-andromeda
"Nov 7, 2023",,Rebekah Valentine,GameRevenant Hill,73,https://www.ign.com/articles/the-glory-society-suspends-operations-ends-development-on-revenant-hill
"Nov 7, 2023",,Ryan Dinsdale,GameLords of the Fallen,32,https://www.ign.com/articles/lords-of-the-fallen-getting-more-free-content-roadmap-revealed
"Nov 7, 2023",,Rebekah Valentine,GameAssassin's Creed Valhalla,118,https://www.ign.com/articles/ubisoft-lays-off-124-employees-to-enhance-collective-efficiency
"Nov 7, 2023",,Ryan Dinsdale,GameSilent Hill 2,37,https://www.ign.com/articles/silent-hill-the-short-message-plot-leaks-despite-no-official-announcement
"Nov 7, 2023",,Taylor Lyles,GamePlayStation 5,73,https://www.ign.com/articles/ps5-slim-teardown-shows-the-console-is-not-that-much-smaller-than-its-predecessor
"Nov 7, 2023",,Taylor Lyles,TechiPhone 15 Pro,23,https://www.ign.com/articles/resident-evil-4-remake-iphone-15-pro-release-date-confirmed
"Nov 7, 2023",,Anthony Wood,GameAssassin's Creed Mirage,12,https://www.ign.com/articles/assassins-creed-mirage-update-105-finally-lets-players-toggle-off-chromatic-aberration
"Nov 7, 2023",,Charlie Wacholz,GameNickelodeon All-Star Brawl 2,123,https://www.ign.com/articles/nickelodeon-all-star-brawl-2-review
"Nov 7, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare 3,628,https://www.ign.com/articles/angry-call-of-duty-fans-are-review-bombing-the-wrong-modern-warfare-3
"Nov 7, 2023",,Wesley Yin-Poole,GameAlan Wake 2,143,https://www.ign.com/articles/the-epic-games-store-still-isnt-profitable-nearly-five-years-after-launch
"Nov 7, 2023",,Ryan Dinsdale,GameChristmas Massacre,98,https://www.ign.com/articles/christmas-massacre-developer-says-game-is-too-crazy-for-switch-and-xbox-but-coming-to-playstation
"Nov 7, 2023",,Ryan Dinsdale,GameSilent Hill 2,36,https://www.ign.com/articles/konami-says-best-buy-had-incorrect-info-regarding-pyramid-head-origin-story-in-silent-hill-2-remake
"Nov 7, 2023",,Luke Reilly,GameEA Sports WRC,53,https://www.ign.com/articles/ea-sports-wrc-review
"Nov 6, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/save-bucks-on-hogwarts-deluxe-flash-sales-and-bullet-heavenly-discounts-au-deals
"Nov 6, 2023",,Cristina Alexander,GameBaldur's Gate III,91,https://www.ign.com/articles/baldurs-gate-3s-japan-release-to-censor-nudity-some-torture
"Nov 6, 2023",,George Yang,GamePS4 Pro,221,https://www.ign.com/articles/playstation-is-losing-xtwitter-integration-next-week
"Nov 6, 2023",,Taylor Lyles,GameBaldur's Gate III,36,https://www.ign.com/articles/baldurs-gate-3-achievement-hints-at-new-difficulty-mode-that-could-be-absolutely-horrifying
"Nov 6, 2023",,Matt Kim,GameDiablo 4,18,https://www.ign.com/articles/at-blizzcon-2023-the-developers-lay-out-their-own-marvel-cinematic-universe
"Nov 6, 2023",,Ryan Dinsdale,MovieAvengers: Endgame,6,https://www.ign.com/articles/fortnite-og-was-weirdly-predicted-by-avengers-endgame-in-2019
"Nov 6, 2023",,Hannah Hoolihan,GameNintendo Switch,53,https://www.ign.com/articles/pick-up-great-games-in-amazons-buy-2-get-1-free-early-black-friday-sale
"Nov 6, 2023",,Wesley Yin-Poole,GameCities: Skylines II,33,https://www.ign.com/articles/cities-skylines-2-boss-surprised-by-tone-of-debate-after-patching-out-offensive-radio-advert
"Nov 6, 2023",,Tristan Ogilvie,GameLike a Dragon Gaiden,199,https://www.ign.com/articles/like-a-dragon-gaiden-the-man-who-erased-his-name-review
"Nov 6, 2023",,Ryan Leston,GameRust,11,https://www.ign.com/articles/adele-makes-rust-halloween-costume-for-her-son
"Nov 6, 2023",,Ryan Dinsdale,GameThe Last of Us Multiplayer [Canceled],94,https://www.ign.com/articles/the-last-of-us-multiplayer-game-still-being-worked-on-at-naughty-dog-director-says
"Nov 6, 2023",,Wesley Yin-Poole,GameSpider-Man 2,237,https://www.ign.com/articles/marvels-spider-man-2-devs-say-miles-morales-is-the-main-spider-man-from-now-on
"Nov 6, 2023",,Ryan Dinsdale,GameElden Ring,1,https://www.ign.com/articles/elden-ring-modder-puts-malenia-inside-fromsoftwares-sekiro-shadows-die-twice
"Nov 6, 2023",,Wesley Yin-Poole,GameArk: Survival Ascended,65,https://www.ign.com/articles/ark-survival-ascended-has-an-xbox-series-xs-release-date-delayed-on-ps5
"Nov 6, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,46,https://www.ign.com/articles/call-of-duty-modern-warfare-3-will-be-riddled-with-cheaters-but-why-are-they-so-hard-to-stop
"Nov 5, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/a-1010-pc-freebie-a-97-bday-sale-stocking-filler-scores-and-more-au-deals
"Nov 5, 2023",,Adam Bankhurst,GameFortnite,48,https://www.ign.com/articles/fortnite-just-had-its-biggest-day-ever-thanks-to-fortnite-og-with-over-447-million-players
"Nov 4, 2023",,Adam Bankhurst,GameDiablo 4,45,https://www.ign.com/articles/diablo-4-devs-drop-a-big-hint-about-the-highly-sought-after-cow-level
"Nov 3, 2023",,IGN Staff,GameGodzilla,15,https://www.ign.com/articles/every-godzilla-game-ever
"Nov 3, 2023",,Rebekah Valentine,GameDiablo 4,60,https://www.ign.com/articles/diablo-4s-first-expansion-will-be-called-vessel-of-hatred-blizzcon-2023
"Nov 3, 2023",,Adam Bankhurst,GameDiablo 4,133,https://www.ign.com/articles/blizzcon-2023-everything-announced-and-revealed
"Nov 3, 2023",,Simon Cardy,GameCall of Duty: Modern Warfare III,15,https://www.ign.com/articles/call-of-duty-modern-warfare-3-single-player-campaign-review
"Nov 3, 2023",,Eric Song,GameDiablo 4,4,https://www.ign.com/articles/early-black-friday-deal-50-off-xbox-series-x-gaming-console-with-dell-gift-card
"Nov 3, 2023",,Ryan Dinsdale,GameDiablo: The Board Game,14,https://www.ign.com/articles/diablo-tabletop-rpg-announced-blizzcon-2023
"Nov 3, 2023",,Ryan Dinsdale,GameFortnite,14,https://www.ign.com/articles/og-fortnite-update-causes-huge-spike-in-players
"Nov 3, 2023",,Joe O'Neill-Parker,GameStar Wars Jedi: Survivor,13,https://www.ign.com/articles/best-star-wars-gifts
"Nov 3, 2023",,Logan Plant,GameOverwatch 2,42,https://www.ign.com/articles/overwatch-2s-next-hero-is-mauga-the-games-first-samoan-hero-blizzcon-2023
"Nov 3, 2023",,Ryan Dinsdale,GameCyberpunk 2077,50,https://www.ign.com/articles/cd-projekt-on-reviving-cyberpunk-2077-phantom-libertys-success-and-the-franchises-future
"Nov 3, 2023",,Ryan Dinsdale,GameLike a Dragon Gaiden,45,https://www.ign.com/articles/yakuza-spin-off-like-a-dragon-gaiden-was-originally-planned-as-dlc
"Nov 3, 2023",,Anthony Wood,GameCities: Skylines II,42,https://www.ign.com/articles/cities-skylines-2-hotfix-removes-offensive-radio-advert-while-working-to-improve-performance
"Nov 3, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,153,https://www.ign.com/articles/call-of-duty-modern-warfare-3-on-ps5-missing-platinum-trophy
"Nov 3, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,86,https://www.ign.com/articles/baldurs-gate-3-patch-4-leaves-sex-speedrunners-in-shambles
"Nov 3, 2023",,Ryan Dinsdale,GamePayDay 3,7,https://www.ign.com/articles/payday-3-finally-gets-first-patch
"Nov 3, 2023",,Simon Cardy,GameAvatar: Frontiers of Pandora,0,https://www.ign.com/articles/ign-uk-podcast-721-sourdough-and-soup-season
"Nov 2, 2023",,Kat Bailey,GameCall of Duty: Modern Warfare III,442,https://www.ign.com/articles/call-of-duty-modern-warfare-3-xbox-startup-screen
"Nov 2, 2023",,Katie Reul,GameSpider-Man 2,51,https://www.ign.com/articles/spider-man-2-patch-nelson-and-murdoch-sign-returns-guess-they-paid-their-rent
"Nov 2, 2023",,Taylor Lyles,GameDestiny 2,126,https://www.ign.com/articles/bungie-acknowledges-difficult-week-in-first-statement-since-layoffs
"Nov 2, 2023",,Taylor Lyles,GameBlizzard Survival Game Project,35,https://www.ign.com/articles/how-to-watch-blizzcon-2023
"Nov 2, 2023",,Amelia Zollner,GameBoku no Natsuyasumi 2,3,https://www.ign.com/articles/fan-favorite-cozy-ps2-game-boku-no-natsuyasumi-2-is-finally-available-in-english
"Nov 2, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,164,https://www.ign.com/articles/call-of-duty-modern-warfare-3-campaign-disc-required-error-asks-for-mw2-ps4-disc-update
"Nov 2, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,111,https://www.ign.com/articles/activision-explains-huge-call-of-duty-modern-warfare-3-file-sizes
"Nov 2, 2023",,Chris Reed,GameCall of Duty: Modern Warfare III,46,https://www.ign.com/articles/call-of-duty-modern-warfare-3-preorder-bonus-vault-edition
"Nov 2, 2023",,Ryan McCaffrey,GameAlan Wake 2,3,https://www.ign.com/articles/unlocked-x-xcast-the-ultimate-xbox-podcast-crossover-unlocked-619
"Nov 2, 2023",,Simon Cardy,GameMetal Gear Solid,45,https://www.ign.com/articles/best-metal-gear-solid-boss-of-all-time-face-off-the-winner-revealed
"Nov 2, 2023",,Will Borger,GameThe Talos Principle 2,84,https://www.ign.com/articles/the-talos-principle-2-review
"Nov 2, 2023",,Ryan Dinsdale,GameFar Cry 6,35,https://www.ign.com/articles/far-cry-6-has-received-its-final-update-ubisoft-confirms
"Nov 2, 2023",,Taylor Lyles,GameResident Evil 2,139,https://www.ign.com/articles/capcom-expresses-concern-over-mods-that-are-offensive-to-public-order-and-morals
"Nov 2, 2023",,Ryan Leston,GameFive Nights at Freddy's,56,https://www.ign.com/articles/five-nights-at-freddys-creator-responds-to-movie-success
"Nov 2, 2023",,Ryan Leston,ComicScott Pilgrim,3,https://www.ign.com/articles/scott-pilgrim-takes-off-showrunners-on-why-the-netflix-anime-is-more-than-just-the-greatest-hits
"Nov 2, 2023",,Andrew McMahon,GameThe Invincible,119,https://www.ign.com/articles/the-invincible-review
"Nov 2, 2023",,Ryan Dinsdale,GameCyberpunk 2077,64,https://www.ign.com/articles/the-day-before-accused-of-copying-other-games-again
"Nov 2, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,19,https://www.ign.com/articles/mortal-kombat-1-omni-man-release-date-confirmed-gruesome-gameplay-trailer-revealed
"Nov 2, 2023",,Ryan Dinsdale,GameElden Ring,170,https://www.ign.com/articles/elden-ring-shadow-of-the-erdtree-expansion-is-proceeding-smoothly-at-fromsoftware
"Nov 2, 2023",,Ryan Dinsdale,GameThe Day Before,40,https://www.ign.com/articles/the-day-before-beta-only-available-to-those-who-volunteer-for-developer-fntastic
"Nov 2, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,22,https://www.ign.com/articles/call-of-duty-modern-warfare-3-campaign-early-access-release-times-confirmed
"Nov 2, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,59,https://www.ign.com/articles/baldurs-gate-3-patch-4-makes-over-1000-fixes-tweaks-and-changes
"Nov 2, 2023",,Wesley Yin-Poole,GameAlan Wake 2,42,https://www.ign.com/articles/alan-wake-2-08-update-makes-over-200-improvements-and-fixes-to-the-game
"Nov 1, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/nab-seven-910-titles-for-25-low-stud-prices-on-lego-games-and-more-au-deals
"Nov 1, 2023",,Charlie Wacholz,GameBloodborne,27,https://www.ign.com/articles/bloodborne-kart-gets-official-release-date
"Nov 1, 2023",,Saniya Ahmed,GameThirsty Suitors,127,https://www.ign.com/articles/thirsty-suitors-review
"Nov 1, 2023",,Anthony Wood,GameAliens: Fireteam,209,https://www.ign.com/articles/playstation-plus-games-for-november-2023-announced
"Nov 1, 2023",,Taylor Lyles,GameGran Turismo 7,74,https://www.ign.com/articles/gran-turismo-7s-update-140-is-the-biggest-one-since-launch
"Nov 1, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/a-surprising-dive-into-avatar-frontiers-of-pandora-the-best-preorders-to-hunt-and-more-au-deals
"Nov 1, 2023",,Cristina Alexander,GameCastle of Illusion,12,https://www.ign.com/articles/best-games-like-sonic
"Nov 1, 2023",,Ryan Dinsdale,GameThe Day Before,30,https://www.ign.com/articles/the-strange-saga-of-the-day-before
"Nov 1, 2023",,Ryan Dinsdale,GameThe Day Before,101,https://www.ign.com/articles/the-day-before-delayed-again-fntastic-shares-new-trailer-and-big-update
"Nov 1, 2023",,Cristina Alexander,GameSonic Dream Team,16,https://www.ign.com/articles/sonic-dream-team-announced-for-apple-arcade
"Nov 1, 2023",,Wesley Yin-Poole,GameSpider-Man 2,82,https://www.ign.com/articles/marvels-spider-man-2-patch-1001004-stamps-out-bugs-duplicate-eyes-more
"Nov 1, 2023",,Wesley Yin-Poole,GameDaredevil: The Man Without Fear,25,https://www.ign.com/articles/cancelled-2004-ps2-daredevil-game-unearthed
"Nov 1, 2023",,Ryan Dinsdale,GameCyberpunk 2077,45,https://www.ign.com/articles/cd-projekt-wants-cyberpunk-2077-to-undergo-a-similar-evolution-to-the-witcher
"Nov 1, 2023",,Wesley Yin-Poole,GameSpider-Man 2,6,https://www.ign.com/articles/spider-man-2-player-does-an-amazing-job-making-the-game-look-like-the-marvel-noir-universe
"Nov 1, 2023",,Wesley Yin-Poole,GameRemnant II,18,https://www.ign.com/articles/remnant-2s-first-dlc-the-awakened-king-has-a-release-date-price-and-teaser-trailer
"Nov 1, 2023",,Joe O'Neill-Parker,GameCall of Duty: Modern Warfare III,35,https://www.ign.com/articles/best-warzone-vpn-how-to-avoid-sbmm-in-call-of-duty-skill-based-matchmaking
"Nov 1, 2023",,Travis Northup,GameRemnant II,2,https://www.ign.com/articles/remnant-2s-dlc-builds-on-the-best-of-remnant-2-meaning-more-losomn
"Nov 1, 2023",,Wesley Yin-Poole,GameSpider-Man 2,52,https://www.ign.com/articles/spider-man-2-secret-room-sparks-daredevil-doctor-strange-dlc-speculation
"Nov 1, 2023",,Ryan Dinsdale,GameMetal Gear Solid 5,19,https://www.ign.com/articles/metal-gear-solid-5-stefanie-joosten-on-playing-quiet-kojima-ai-new-album
"Nov 1, 2023",,Ryan Dinsdale,GameMetal Gear Solid 5,683,https://www.ign.com/articles/8-years-later-metal-gear-solid-5-quiet-actress-sexualisation-debate
"Nov 1, 2023",,Wesley Yin-Poole,GameLies of P Sequel,46,https://www.ign.com/articles/lies-of-p-sequel-confirmed-first-dlc-and-game-update-teased
"Nov 1, 2023",,Robert Anderson,GamePlayStation 5,2,https://www.ign.com/articles/walmart-plus-black-friday-deal-50-off
"Nov 1, 2023",,Esra Krabbe,GameAir Twister,23,https://www.ign.com/articles/yu-suzuki-talks-shenmue-4-air-twister-and-40-years-of-game-development
"Oct 31, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/streeties-6-piledriven-to-47-a-20-buck-mario-game-serious-sonic-deals-and-more-au-deals
"Oct 31, 2023",,Amelia Zollner,GameCall of Duty: Modern Warfare 3,254,https://www.ign.com/articles/ps5-slim-bundle-will-seemingly-include-call-of-duty-modern-warfare-3-for-free
"Oct 31, 2023",,Rebekah Valentine,GameDestiny 2,486,https://www.ign.com/articles/pete-parsons-tells-employees-bungie-kept-the-right-people-to-work-on-destiny-2
"Oct 31, 2023",,Charlie Wacholz,GameNickelodeon All-Star Brawl 2,5,https://www.ign.com/articles/nickelodeon-all-star-brawl-2-reveals-dlc-characters
"Oct 31, 2023",,Jarrett Green,GameQuantum Error,225,https://www.ign.com/articles/quantum-error-review
"Oct 31, 2023",,Adam Bankhurst,GameBioShock,43,https://www.ign.com/articles/the-best-horror-video-game-face-off-2023-edition-the-winner-revealed
"Oct 31, 2023",,Adam Bankhurst,GameVampire: The Masquerade -- Bloodlines 2,43,https://www.ign.com/articles/vampire-the-masquerade-bloodlines-2-reveals-its-main-character-phyre-the-elder-kindred
"Oct 31, 2023",,Will Borger,GameTekken 8,8,https://www.ign.com/articles/4-new-tekken-8-characters-revealed-every-tekken-8-character-so-far-ign-first
"Oct 31, 2023",,Wesley Yin-Poole,GameRollerdrome,10,https://www.ign.com/articles/rollerdrome-finally-gets-an-xbox-series-x-and-s-release-date-and-its-coming-to-game-pass
"Oct 31, 2023",,Taylor Lyles,GameDeltarune,2,https://www.ign.com/articles/deltarune-will-be-released-once-chapter-4-is-done-toby-fox-confirms
