,Title,Release Date,Description,Game Link
366,EA Sports WRC,"Nov 3, 2023",Design and drive your dream rally car with the debut of Builder mode. Get behind the wheel and overcome recent events alongside real-world highlights and nostalgic throwbacks in Moments mode. Codemasters’ renowned multi-surface handling model is improved for WRC. Tailor it to match your skill level and put it to the test on surface degradation.,https://www.metacritic.com/game/ea-sports-wrc/
367,Amabilly,"Nov 3, 2023","A 2D platformer featuring 2 different kind of challenging short levels, one focusing on platforming and the other on enemies defeating, where you can choose the order you want to complete them on each different scenario.

Play as Amabilly, a lovely girl who loves rock 'n' roll! One day, she got sick and found herself in a dangerous place were strange creatures rules the world! Now it's up to her to face those badies using as weapon her very favorite guitar!

Travel through 4 fantastic places and fight strange monsters, with the power of your guitar! Along the journey you'll find helpful items which grants Amabilly special powers and makes your guitar more powerful! It's time to Rock!",https://www.metacritic.com/game/amabilly/
368,Loop (Erik Games),"Nov 3, 2023","Loop is a puzzle game that will immerse you in a world of grid systems and vibrant colors. Your objective is to move the stones up, down, left, and right to place them in their correct positions. But beware, each stone moves simultaneously, and if there's no grid cell available in the direction it needs to go, it will teleport to the opposite side of the grid!

Loop offers a puzzle experience with 6 chapters and hundreds of levels in its single-player mode. Additionally, there's a 2-player mode for you to enjoy with your friends, where you can compete to place the stones faster and more accurately.

With its minimalist graphics and soothing music, Loop draws you into a relaxing atmosphere. If you're looking for a brain exercise and a new puzzle game to try, Loop is the perfect choice.",https://www.metacritic.com/game/loop-erik-games/
369,DreamWorks All-Star Kart Racing,"Nov 3, 2023","Twenty of the most iconic DreamWorks Animation characters take the wheel in the fast-paced world of kart racing in DreamWorks All-Star Kart Racing! 

Shift, drift and jump at high speeds across a variety of fantastical tracks inspired by DreamWorks Animation's many fan-favorite films. Blaze past the competition in fun and hilarious action for players of all ages with solo as well as online and local split-screen multiplayer modes.",https://www.metacritic.com/game/dreamworks-all-star-kart-racing/
370,The Silent Swan,"Nov 3, 2023","The Silent Swan is a first-person narrative journey in which we play Mirov, who will enter the desolate Land Beyond the Walls, and travel through monolithic cities built in mist while being guided by a mysterious series of paper swans.

Points of interest

- Traverse through awe-inspiring, desolate landscapes - Great cities and structures that rise through the mist and tear the skies of landscapes never seen before.

- An intriguing narrative - Pursue the mysterious paper swans that hold the secrets of the Land Beyond the Walls and the life of our protagonist.

- Open-world narrative twist - Observe your surroundings and let the scenery guide you through a vast, fully traversable terrain, where you will have letters and narrative threads to track through exploration.

- Multiple endings - Make the decisions that will determine the conclusion of your story and that of the characters you meet along the way.",https://www.metacritic.com/game/the-silent-swan/
371,Moto Highway :  Racing Speed Rush,"Nov 3, 2023",,https://www.metacritic.com/game/moto-highway-racing-speed-rush/
372,RoboCop: Rogue City,"Nov 2, 2023","Become the iconic part man, part machine, all cop hero as you attempt to bring justice to the dangerous, crime-ridden streets of Old Detroit. 

Armed with your trusty Auto-9, factory-built strength, years of experience on the force and a variety of tools at your disposal, you will fight forces seeking to destroy the city you call home in an all new first-person, explosive hunt for the truth. You have the power to decide how to fulfil prime directives in your own way, but as the story unfolds proceed with caution because corruption and greed know no limits.

Prepare yourself to... PROTECT THE INNOCENT AND UPHOLD THE LAW.",https://www.metacritic.com/game/robocop-rogue-city/
373,My Time at Sandrock,"Nov 2, 2023","My Time at Sandrock-Just like My Time at Portia, takes place in a wholesome post-apocalyptic world around 300 years after the Day of Calamity.

You'll take a job offer in the city-state of Sandrock, assume the role of a fledgling Builder being sent to a wild and rugged townscape. It's up to you and your trusty toolset to gather resources, build machines, and fix up your workshop into a well-oiled production machine, and save the town from the jaws of economic ruin, as well as a few other unexpected complications.

Key Features:

CUSTOMIZE AND BUILD YOUR WORKSHOP: You'll have an intricate set of machines that all work together to produce parts of huge structures for the town that you assemble piece by piece, or head to your worktable to craft hundreds of unique items that can help out individual townspeople or be placed throughout your own homestead.

EXPLORE THE OPEN WORLD: You'll explore the vast deserts surrounding Sandrock, diving into ruins to find ancient relics from the Old World, facing the dangers of dungeons and their denizens, then return to your homestead with encumbering bags of treasure in tow. 

MORE ELABORATE STORY AND DEEPER CHARACTERS: a vastly enriched storyline, hundreds of side-quests boasting over 30 completely new characters, each getting more attention than before with their own story to discover, as well as the return of a few familiar faces for fans of the series. 

NEW COMBAT: a revamped combat system that allows the player to quickly shift between melee combat and 3rd person shooting mechanics.

SKILL UP: Level up your character with a variety of skills to aid you in your adventures. Decide on whether to boost your crafting, combat or social skills depending on your play style.

AND THERE'S MORE: You'll take your profits and convert the empty prairie lands around you into farmable land for a more leisurely lifestyle, then sell your crops, or transform them into delicious dishes. There is an original soundtrack with dynamic in-game music that reflects where the player is and what they're doing. 

You will find everything you enjoyed about My Time at Portia and more, and you will feel right at home in the delightful life-sim RPG that is My Time at Sandrock.",https://www.metacritic.com/game/my-time-at-sandrock/
374,Vampire: The Masquerade - Justice,"Nov 2, 2023","You are a vampire. You strike from the shadows and drink the blood of both mortal and vampire prey. 

In a gritty main narrative that includes several side missions and dialogue options, explore a dark and mysterious Venice to improve your abilities and become the most powerful vampire.

Vampire: The Masquerade - Justice is a first person single player Adventure RPG set in the World of Darkness.",https://www.metacritic.com/game/vampire-the-masquerade-justice/
375,Achilles: Legends Untold,"Nov 2, 2023","Achilles: Legends Untold is an isometric Souls-like action RPG set in a world inspired by ancient Greek mythology. As the mighty warrior Achilles, you'll be pitted against great warriors and giant mythological creatures in a centuries-long war between Ares and Hades. Your journey for glory will take you across vast and dangerous lands; from the besieged city of Troy to the golden city of Mycenae, and down to the depths of Tartarus.",https://www.metacritic.com/game/achilles-legends-untold/
